City,Year,AQI,CO2_Emissions,Green_Cover_Loss,Water_Consumption,Energy_Usage,Waste_Generated,Recycling_Rate,Population_Growth,Industrial_Expansion
Houston,2000,61,33.18,1.85,485.15,7148.14,1.24,33.52,3.73,7.43
Los Angeles,2020,184,15.1,1.76,449.02,3554.87,2.37,17.34,2.71,2.81
Tokyo,2007,61,13.46,4.82,131.78,6084.27,2.78,25.16,1.9,14.65
Houston,2009,170,48.17,3.32,152.58,1371.09,1.08,87.53,2.81,13.34
Houston,2022,194,9.87,1.27,176.81,5891.21,2.96,40.17,3.27,8.94
Tokyo,2021,278,24.8,0.24,356.96,4740.53,1.58,51.35,3.62,5.26
Los Angeles,2019,188,13.82,2.12,153.68,8901.22,2.38,85.87,4.63,2.48
Delhi,2009,97,30.86,1.17,356.7,8367.35,1.5,34.65,0.9,6.44
Beijing,2014,144,20.98,2.17,50.77,7646.08,1.64,26.07,4.02,1.14
Tokyo,2022,113,30.6,2.22,106.99,3140.77,3.25,13.76,3.91,5.75
New York,2008,199,39.63,4.67,407.01,8547.03,0.86,40.3,1.97,6.45
New York,2003,163,40.4,3.36,481.61,8404.89,1.17,69.28,2.14,10.16
Sydney,2012,262,19.66,4.86,430.66,7241.69,0.97,77.24,3.27,6.59
Tokyo,2005,181,23.79,2.9,243.22,5127.4,1.48,44.86,0.76,8.54
Phoenix,2010,300,44.0,4.66,197.82,7551.63,1.72,20.48,2.5,6.27
Houston,2003,165,46.21,2.3,485.19,4470.42,2.44,80.57,4.11,6.64
New York,2001,50,26.28,2.02,472.03,3215.89,2.12,71.19,2.55,12.62
New York,2018,169,40.04,3.65,84.81,1008.84,2.88,78.92,0.77,2.84
Delhi,2023,124,43.5,4.56,244.67,1669.7,3.41,57.39,0.93,9.48
Houston,2021,205,44.64,0.17,242.51,2486.06,2.6,12.38,3.23,5.22
New York,2013,55,15.64,0.41,441.85,9039.22,2.54,24.04,1.32,6.75
London,2012,240,38.36,3.4,308.71,8923.57,2.95,22.46,3.19,6.16
London,2009,116,45.73,1.91,107.55,3794.17,1.57,14.75,2.23,6.15
Houston,2009,83,24.61,1.99,165.25,8631.58,1.03,33.33,1.12,2.41
Los Angeles,2010,286,25.51,0.39,63.75,4863.82,1.94,62.94,2.7,13.61
Sydney,2016,220,27.09,4.8,376.53,3279.53,2.8,89.0,4.33,8.36
Houston,2016,134,11.44,0.55,491.32,1810.51,3.08,47.77,4.18,5.26
Phoenix,2016,286,37.34,3.51,326.26,8784.63,2.11,11.98,2.12,3.36
Tokyo,2020,107,36.95,4.88,482.56,1986.78,2.63,55.57,4.47,2.25
Delhi,2022,107,17.67,2.24,310.37,3063.15,3.09,32.82,4.07,4.56
Sydney,2015,225,9.1,3.98,499.03,5528.81,2.83,58.06,2.95,5.05
Los Angeles,2003,196,23.23,3.44,368.56,7202.93,1.67,22.06,4.86,10.33
Beijing,2011,252,17.8,3.58,386.86,8623.06,3.24,58.21,3.56,7.43
Los Angeles,2024,191,39.72,0.91,274.78,7064.14,2.47,86.48,2.71,5.69
Phoenix,2009,60,23.58,3.43,66.51,9648.53,2.13,89.06,1.57,11.37
Phoenix,2000,137,16.06,3.12,325.1,5858.48,3.16,71.25,1.69,4.16
Tokyo,2006,249,28.81,1.26,252.78,5005.05,1.13,65.22,2.69,7.47
Tokyo,2020,146,7.21,4.1,344.13,3717.73,2.27,25.05,4.17,5.39
Tokyo,2020,222,39.84,1.97,262.22,9220.64,1.64,37.54,3.53,3.65
Houston,2017,298,14.14,0.23,253.2,7912.46,1.42,40.1,2.25,14.9
Chicago,2014,220,43.81,3.36,302.31,1299.97,2.58,72.02,1.5,10.69
Tokyo,2013,230,11.38,2.46,348.68,2428.92,1.81,31.14,3.14,4.01
London,2008,141,10.6,0.22,277.8,6010.21,0.98,26.34,1.25,8.5
Tokyo,2019,288,24.59,2.77,155.41,3260.17,3.28,44.05,3.97,6.44
Sydney,2016,249,31.81,2.89,414.24,3834.31,0.56,12.76,4.06,1.61
Delhi,2018,118,15.82,2.81,218.44,2972.55,2.41,48.45,0.73,5.69
Houston,2018,55,16.54,2.1,196.98,5635.07,2.58,40.1,1.24,11.56
Los Angeles,2017,179,28.73,4.03,161.44,7066.01,2.72,85.48,4.64,5.58
New York,2005,289,18.03,0.61,180.66,9025.88,1.68,24.28,4.01,9.28
London,2022,134,44.5,1.68,81.2,3056.07,2.93,60.82,2.5,4.38
London,2016,226,6.23,4.56,314.53,9335.87,2.74,58.31,2.34,6.13
London,2016,300,49.54,1.06,413.91,6361.55,1.4,28.68,2.07,9.98
Sydney,2001,256,44.66,1.89,335.81,3830.25,0.85,58.38,2.34,8.74
Beijing,2002,264,31.19,0.38,314.32,4465.51,2.4,14.64,2.79,13.66
Phoenix,2001,252,21.22,3.2,232.55,4964.56,1.15,40.61,2.98,1.39
Sydney,2018,143,12.64,0.29,205.49,2513.44,1.06,19.42,1.2,9.01
Los Angeles,2013,248,23.91,4.91,64.82,2670.5,0.96,69.34,4.31,5.78
Chicago,2017,262,46.76,1.95,93.51,3289.81,2.28,63.98,2.76,4.59
Houston,2006,185,26.3,4.37,444.57,1645.59,2.95,79.65,0.76,8.12
London,2022,273,28.4,4.05,124.41,6613.06,2.46,41.39,3.53,4.37
Los Angeles,2024,105,14.82,3.83,105.2,1782.39,0.8,66.94,0.72,10.29
New York,2014,130,31.24,1.29,224.6,4022.73,2.65,62.38,1.99,9.43
London,2000,129,20.21,4.27,221.3,6926.28,1.02,39.07,2.13,12.58
Phoenix,2015,50,14.53,4.97,383.19,8816.62,1.58,80.34,2.31,7.54
New York,2011,281,33.89,1.95,386.35,9328.22,2.59,74.73,1.82,7.05
Houston,2002,173,37.56,1.3,226.57,5104.76,2.57,86.96,2.32,4.55
Los Angeles,2000,147,14.86,3.3,407.7,7369.73,2.36,70.58,1.58,3.99
Chicago,2015,238,14.95,3.65,402.49,3705.84,1.39,16.91,1.04,4.26
Los Angeles,2018,56,31.44,3.49,208.74,1815.77,1.11,40.03,3.4,6.47
Houston,2011,205,18.38,2.17,383.94,3969.31,1.45,48.74,1.24,5.41
Phoenix,2019,295,23.89,4.35,176.57,8151.11,2.91,88.94,1.45,11.1
Houston,2022,175,40.93,1.67,406.83,7100.33,1.13,21.98,1.81,4.08
Houston,2002,208,45.38,1.18,192.23,1883.32,0.61,17.19,1.78,4.41
Chicago,2001,197,18.17,1.78,274.85,8890.98,2.78,27.67,3.67,5.07
Delhi,2017,53,6.25,4.23,219.33,8684.51,1.51,68.89,2.48,4.03
London,2020,208,21.13,3.0,323.61,8737.11,1.05,52.79,0.63,2.74
Phoenix,2015,159,35.24,1.52,65.73,2651.05,2.84,86.8,2.41,7.41
Houston,2021,275,5.41,3.77,453.65,7084.08,1.67,85.11,3.73,1.46
Los Angeles,2017,132,49.52,3.49,492.73,3633.92,0.91,20.22,1.16,11.93
Houston,2010,83,40.76,1.67,173.34,1612.28,2.99,58.23,1.52,1.61
Chicago,2014,274,6.82,3.78,90.91,1463.41,3.12,48.37,2.54,14.59
Sydney,2003,180,49.17,1.51,489.64,9245.52,2.94,48.36,2.76,10.31
Chicago,2023,267,41.1,0.67,290.94,1956.88,2.36,34.68,3.59,4.56
Delhi,2010,180,11.06,2.08,230.75,5509.41,2.49,35.72,2.25,5.12
Los Angeles,2016,194,49.92,3.15,428.82,1257.25,0.79,21.09,3.86,4.9
Los Angeles,2013,266,8.56,5.0,451.51,6266.74,0.75,64.39,1.85,4.15
Sydney,2004,52,45.14,1.08,184.74,6624.86,2.49,15.82,1.95,4.99
Chicago,2002,107,42.82,0.78,81.95,5748.62,1.39,76.14,3.83,4.31
Beijing,2004,94,40.75,2.58,226.2,6400.61,2.0,80.93,3.55,8.39
Tokyo,2008,115,20.55,3.93,463.42,1482.47,3.1,60.35,1.11,11.42
London,2015,248,12.08,2.32,51.89,9086.47,3.45,67.95,4.92,3.82
Houston,2002,250,21.54,2.7,335.98,5953.42,2.03,57.51,0.97,12.86
Delhi,2015,120,30.68,2.18,334.66,6317.49,1.59,23.15,4.31,1.38
Phoenix,2004,220,15.23,0.91,253.92,8898.25,2.81,15.87,1.62,9.65
Houston,2019,102,15.45,4.06,309.13,7901.54,2.28,64.39,1.96,11.31
Phoenix,2002,293,22.52,0.56,92.57,8611.81,0.8,36.02,1.55,10.35
London,2015,54,42.72,1.31,323.88,7315.49,1.33,52.84,3.7,2.88
Tokyo,2001,248,20.02,1.06,478.01,2608.82,2.26,44.29,2.36,4.7
Phoenix,2008,216,19.48,1.63,419.08,7399.47,0.85,46.1,0.92,13.08
Chicago,2010,299,15.22,2.06,482.11,6217.46,2.82,69.31,2.88,12.62
Tokyo,2015,182,9.94,3.28,291.37,3601.66,2.12,10.09,3.1,12.4
Tokyo,2018,289,30.08,1.58,299.12,8196.9,3.28,72.25,1.95,14.57
Phoenix,2013,243,30.23,1.44,186.57,3752.92,2.6,58.46,0.6,13.8
New York,2021,223,14.11,3.7,398.28,5865.22,1.67,67.33,4.42,11.16
Beijing,2017,194,25.25,1.83,436.47,6313.38,3.15,60.04,4.01,6.24
Phoenix,2016,196,8.3,3.57,198.01,6887.26,1.47,79.1,4.54,7.97
Sydney,2005,148,35.48,1.47,337.67,6005.34,0.77,58.26,4.67,6.14
Beijing,2017,174,47.0,0.7,363.92,1536.47,1.51,78.48,1.94,14.54
Delhi,2016,177,20.74,0.97,204.23,6748.18,2.18,64.9,1.67,8.68
Tokyo,2019,167,41.23,4.88,194.5,5084.61,2.73,48.53,4.76,13.11
New York,2020,277,34.78,0.5,488.42,4608.85,2.97,84.74,3.45,3.28
New York,2006,158,20.72,2.42,220.5,9712.33,2.56,37.58,1.05,10.98
Houston,2005,100,22.22,2.22,376.42,1285.81,0.9,65.51,2.56,2.63
Phoenix,2006,181,42.57,3.24,391.81,9566.18,3.1,58.08,4.06,9.02
New York,2022,281,38.29,0.98,135.47,9288.54,3.18,51.98,4.83,13.68
New York,2021,78,39.01,0.29,341.31,4746.12,2.03,46.17,3.28,3.66
Los Angeles,2020,258,26.11,2.89,206.35,8510.96,3.21,78.31,2.95,4.16
Chicago,2022,219,23.32,4.82,487.95,2561.37,1.94,54.6,2.89,5.54
Delhi,2021,190,29.53,4.61,203.12,3093.65,1.61,25.17,3.31,10.36
Chicago,2022,139,29.99,4.59,164.15,8389.64,3.27,73.53,2.61,5.66
Houston,2017,120,17.47,4.71,389.69,5163.87,2.68,52.0,2.11,10.22
New York,2018,87,14.63,0.37,384.67,6450.84,3.03,46.57,0.85,2.97
New York,2019,272,28.75,1.96,196.23,1089.23,1.39,41.34,2.47,13.13
Los Angeles,2021,134,11.71,3.79,355.14,6812.4,1.4,31.94,2.04,6.84
Chicago,2021,117,47.24,4.2,496.88,5039.16,0.89,38.35,4.72,2.66
Houston,2009,284,45.44,2.65,291.14,1430.78,0.98,39.67,3.26,12.02
Phoenix,2006,64,41.07,0.44,206.01,6886.69,3.14,72.35,1.43,6.78
London,2000,253,16.81,1.38,462.62,4624.11,2.37,60.27,2.88,5.79
Phoenix,2012,219,36.59,1.49,305.62,4016.23,0.67,27.15,3.83,10.23
Delhi,2018,280,22.53,1.91,224.63,3161.43,2.53,63.74,3.27,3.39
Tokyo,2012,59,29.24,2.63,119.9,8221.53,1.39,61.64,0.98,7.82
Houston,2005,138,7.48,1.86,94.65,9069.5,2.24,53.06,0.73,13.48
Delhi,2008,255,32.44,0.12,457.72,8808.25,0.91,82.34,1.34,1.15
Houston,2011,77,20.58,2.68,272.93,4035.34,2.78,48.83,3.76,7.91
London,2014,246,36.18,3.87,82.99,4415.74,3.45,53.97,1.36,4.26
Tokyo,2006,136,21.37,2.27,341.16,9049.41,0.63,55.01,1.63,2.23
Phoenix,2002,213,44.92,3.32,462.72,6666.08,2.93,53.43,1.01,10.21
Los Angeles,2008,120,34.43,1.85,461.12,4000.52,1.07,19.96,1.86,14.73
Los Angeles,2010,119,46.86,2.73,58.21,6664.64,2.8,89.63,4.84,13.87
Los Angeles,2011,182,28.73,2.24,450.93,8816.98,3.44,35.9,0.79,11.65
Delhi,2021,184,26.47,0.66,490.7,6604.75,1.89,39.18,4.93,6.99
Houston,2006,252,12.45,1.23,263.17,5977.9,3.2,63.09,4.45,12.18
Chicago,2008,202,42.4,1.98,250.83,8462.59,1.26,21.33,4.4,12.55
Beijing,2012,137,26.21,2.96,298.4,8196.9,1.99,75.97,4.89,8.55
Delhi,2024,154,9.56,3.19,307.1,7330.36,1.28,73.49,3.12,14.67
New York,2023,117,29.18,0.31,161.8,6635.92,1.58,18.49,1.15,6.77
Delhi,2006,296,20.9,1.56,418.06,4762.52,0.98,14.77,1.46,11.37
Los Angeles,2012,77,9.86,3.5,114.1,5839.9,1.64,25.13,3.38,7.62
Beijing,2021,227,26.94,4.37,83.73,8778.53,0.78,47.99,0.69,6.95
Houston,2018,241,43.46,1.55,61.72,5752.64,1.34,45.5,3.79,14.11
Los Angeles,2004,235,38.34,0.88,186.29,3543.47,1.58,30.36,3.38,6.3
Delhi,2004,85,22.5,2.77,377.97,9598.06,2.91,20.38,4.45,13.05
New York,2003,220,16.68,4.44,315.63,4294.63,2.88,55.42,2.03,9.48
Phoenix,2024,125,33.04,1.6,403.66,2324.92,2.5,52.78,1.04,12.06
Beijing,2004,284,15.21,0.55,186.51,8587.55,2.32,36.26,4.32,11.78
Houston,2008,257,46.38,4.66,267.88,5498.31,1.05,33.1,1.97,1.7
New York,2013,180,18.28,1.18,462.36,8912.72,1.73,56.14,4.36,3.87
Houston,2020,268,24.88,1.78,115.64,7673.02,3.33,61.48,4.72,9.39
Los Angeles,2017,272,32.54,0.14,481.94,7901.64,1.66,30.8,3.45,9.18
Sydney,2012,207,25.17,4.07,108.42,9201.89,1.67,24.88,1.75,1.22
Beijing,2009,99,11.66,1.18,429.12,1987.53,1.84,34.44,0.64,11.4
Los Angeles,2010,228,15.72,2.95,119.78,2215.78,1.61,26.0,1.64,6.27
Delhi,2010,130,11.04,1.22,448.39,8147.68,1.93,69.42,0.53,2.75
Chicago,2022,239,47.23,4.28,352.29,9092.9,2.06,18.95,2.73,5.74
Delhi,2018,240,38.5,1.81,324.98,9855.88,2.29,39.73,2.95,6.33
Houston,2017,195,11.35,4.76,91.0,2485.08,1.59,61.48,4.05,4.66
Tokyo,2017,253,44.74,0.73,175.71,5907.04,1.55,78.06,2.28,10.52
Delhi,2003,113,13.97,3.38,127.98,7901.29,1.65,60.67,0.62,11.34
Tokyo,2022,231,32.21,4.55,497.35,8700.18,1.45,46.72,2.05,12.22
Phoenix,2015,233,41.36,0.26,157.05,6171.58,0.88,65.85,3.37,5.44
Beijing,2004,165,31.89,1.62,367.02,5331.18,3.39,52.93,2.46,4.79
Delhi,2009,183,10.11,1.07,113.59,2828.9,1.63,35.91,3.19,7.43
Phoenix,2004,282,45.25,3.78,79.75,4280.23,2.28,64.17,2.53,7.99
Phoenix,2012,62,7.98,2.42,282.27,7443.4,1.3,40.38,0.7,11.91
Sydney,2011,52,34.12,3.02,263.96,8599.1,2.91,27.09,3.6,10.96
Sydney,2007,56,44.5,2.1,143.7,2272.04,2.74,26.55,4.22,7.48
Los Angeles,2004,79,48.75,2.39,321.29,2332.06,3.34,80.77,1.25,11.68
Tokyo,2004,261,37.14,3.54,196.2,9628.41,1.98,26.73,3.06,9.39
Sydney,2000,100,25.18,2.69,227.39,3474.77,3.34,58.0,4.09,11.77
Phoenix,2020,150,41.68,1.45,305.44,8619.81,2.13,22.31,4.31,14.25
Tokyo,2003,174,24.24,3.42,70.01,9005.83,0.77,24.72,2.51,12.83
Houston,2020,279,9.58,0.89,423.33,1269.53,2.99,79.04,1.39,12.64
Tokyo,2024,217,28.07,4.81,52.73,8484.24,2.26,76.76,1.41,1.2
London,2011,243,35.76,0.6,351.61,8188.79,1.29,18.95,1.15,2.27
Los Angeles,2008,99,36.36,4.5,488.8,6709.73,1.8,84.96,4.91,5.17
Chicago,2018,281,34.6,4.33,64.48,6719.96,2.26,24.79,4.13,3.08
Phoenix,2016,120,16.94,0.79,149.28,8267.2,0.58,72.88,1.77,14.52
London,2007,176,31.39,4.09,490.89,8622.99,2.32,41.91,2.69,5.98
New York,2002,66,13.58,4.25,284.3,8440.57,0.95,84.85,1.7,12.63
Delhi,2003,243,17.07,0.45,456.54,3547.19,3.0,49.85,3.65,13.76
Houston,2008,53,11.39,1.21,212.9,2749.54,0.79,43.92,1.07,12.27
New York,2024,269,12.87,2.9,248.25,6455.36,2.69,66.48,3.9,13.99
Delhi,2014,250,41.63,4.6,319.28,3739.04,1.64,34.73,2.13,14.01
Beijing,2022,75,30.09,0.31,161.97,3256.3,0.79,57.06,2.82,10.1
Chicago,2020,140,39.92,0.15,316.41,3076.37,1.58,71.86,4.82,2.36
Sydney,2023,96,44.94,2.85,226.91,8318.48,2.87,41.71,2.82,6.93
London,2002,135,6.18,1.51,182.67,3604.47,3.05,12.83,3.89,2.55
New York,2013,93,28.96,3.27,473.79,3279.87,2.96,76.73,1.22,12.99
London,2012,94,40.69,1.88,460.84,3984.58,3.18,56.93,4.08,7.36
Sydney,2010,272,33.01,1.14,406.03,5274.84,1.33,38.03,4.74,5.45
Chicago,2014,56,13.28,2.69,262.61,6226.32,1.31,48.9,1.92,7.72
Tokyo,2008,232,12.76,1.81,148.74,7291.31,1.8,66.95,0.79,8.36
Houston,2003,141,7.4,3.18,217.58,9308.91,2.36,17.52,1.53,4.29
London,2005,217,37.93,2.98,63.43,1889.09,1.49,15.92,4.77,5.15
New York,2000,151,19.53,0.51,407.86,1589.12,1.3,10.4,3.9,9.07
Chicago,2018,241,6.65,4.55,450.93,7004.9,1.5,15.58,3.39,13.52
Delhi,2023,84,12.43,0.31,190.75,3020.99,0.54,65.45,4.44,8.66
Delhi,2002,200,7.32,0.46,55.79,1332.9,0.86,69.38,4.41,13.75
Los Angeles,2009,233,42.86,1.77,168.33,8205.08,3.4,69.76,0.55,6.87
Houston,2004,111,44.97,2.09,383.83,8616.94,1.03,83.92,4.83,4.11
Tokyo,2011,171,44.36,0.2,252.73,9503.52,2.04,39.29,2.64,4.61
Sydney,2000,131,20.54,1.44,473.36,5534.21,1.22,76.53,3.9,7.65
Chicago,2003,231,16.17,0.41,374.09,2659.76,1.7,77.87,1.46,13.84
Los Angeles,2017,103,33.19,4.03,272.35,9863.01,0.66,85.21,3.75,6.4
Delhi,2024,115,29.51,1.67,58.84,7756.51,2.44,77.39,3.81,8.91
Beijing,2014,248,33.85,1.27,264.75,4451.1,2.09,21.69,2.65,14.24
Beijing,2009,161,18.08,2.3,324.19,1085.4,1.23,69.06,1.06,9.19
Beijing,2006,153,46.82,0.26,57.75,6700.96,1.96,66.82,0.77,14.99
Los Angeles,2022,159,25.67,3.44,147.89,7017.97,2.52,10.84,4.01,10.5
Tokyo,2024,119,6.88,2.34,353.89,3290.88,1.21,80.25,2.49,13.92
Tokyo,2018,63,26.21,4.88,305.65,4580.64,2.1,73.92,2.47,3.98
London,2007,130,15.34,2.53,118.44,9967.5,1.03,49.56,3.42,12.05
Beijing,2023,191,35.22,3.64,413.1,8216.85,0.65,15.32,3.64,8.56
Sydney,2008,81,11.94,2.12,401.14,4826.13,2.52,56.7,2.62,13.3
Los Angeles,2001,57,30.68,1.63,428.01,3685.53,0.74,73.95,4.63,6.74
Sydney,2022,209,30.06,2.78,325.68,6975.49,1.02,83.08,2.91,7.86
Beijing,2002,248,37.64,4.47,229.27,3779.74,1.83,38.26,4.34,6.42
Beijing,2002,66,25.62,4.45,164.83,6873.62,2.74,51.17,4.44,10.78
Tokyo,2006,222,13.28,2.78,410.55,7856.23,1.08,47.61,4.46,10.9
Los Angeles,2012,165,47.62,2.21,482.16,2321.86,1.32,77.35,1.47,4.49
London,2024,256,27.35,3.13,312.4,2604.52,1.98,26.95,1.08,4.21
Los Angeles,2018,268,47.75,4.24,81.24,5670.16,3.35,65.32,4.11,13.59
Phoenix,2016,275,40.87,1.49,137.0,2017.04,1.34,66.69,2.76,8.41
Chicago,2020,249,31.65,4.78,450.78,1515.95,2.36,84.29,2.14,6.8
Sydney,2019,131,23.03,1.78,275.76,5936.69,1.55,48.48,2.09,14.36
Sydney,2001,133,22.1,1.01,427.44,1305.43,0.85,38.59,1.6,2.88
New York,2021,256,10.25,0.18,318.12,7119.8,0.66,13.7,0.9,12.48
Chicago,2024,100,26.4,4.7,228.03,5350.65,1.57,74.56,3.52,13.81
Houston,2008,132,15.97,1.53,281.3,2701.9,1.18,21.31,1.41,10.88
Houston,2022,65,36.97,4.97,229.62,2865.18,3.46,25.01,3.49,14.09
Houston,2001,282,46.95,0.33,65.65,1450.22,0.52,24.31,4.24,5.37
Phoenix,2020,157,7.67,4.6,121.7,2361.67,0.74,88.18,3.27,8.33
New York,2017,91,27.7,0.62,75.72,1721.63,3.15,44.69,4.22,8.95
London,2022,219,15.89,0.58,135.43,5582.75,2.49,59.11,1.51,9.72
Delhi,2009,287,27.13,4.04,133.51,2872.24,1.28,15.67,1.98,4.45
Sydney,2013,231,33.58,0.39,124.21,9939.11,0.53,51.72,2.48,2.1
Phoenix,2019,131,25.92,3.92,115.35,1829.23,2.47,68.47,1.28,10.03
Los Angeles,2013,208,5.14,4.21,497.12,3001.5,3.48,44.04,3.88,5.77
Houston,2019,135,25.53,4.22,118.35,3077.1,2.34,68.46,2.4,6.61
London,2008,258,46.92,2.61,281.98,3298.91,2.67,53.7,2.77,1.91
Houston,2006,87,32.04,2.17,371.96,7108.02,3.01,67.81,4.74,14.36
Tokyo,2000,300,44.7,2.75,416.59,2474.67,2.29,74.51,4.79,4.87
Phoenix,2006,51,5.79,4.35,226.01,2414.08,2.86,85.51,0.79,3.81
Chicago,2012,282,35.21,2.17,316.42,3163.82,2.46,68.28,4.57,4.73
Delhi,2019,121,11.47,2.1,485.3,1001.01,2.48,82.96,4.6,13.72
Houston,2010,297,24.66,2.0,442.7,5159.39,1.83,56.62,2.33,5.54
Delhi,2024,240,13.6,4.24,134.11,9895.05,2.51,16.95,4.01,11.57
London,2018,151,29.26,0.11,387.4,5432.53,2.11,43.49,3.19,6.0
New York,2018,147,21.73,1.93,494.78,1128.34,1.67,36.25,3.67,1.5
New York,2009,50,41.11,0.45,469.88,8256.24,2.03,73.59,2.23,9.6
Sydney,2010,137,35.41,1.02,133.02,5593.37,2.61,32.15,1.87,7.77
Sydney,2018,105,9.05,1.27,391.0,1278.51,3.01,67.85,0.84,3.29
New York,2022,74,15.79,2.82,416.02,9357.41,2.37,31.04,3.58,4.69
Sydney,2004,60,5.8,2.35,421.52,4385.92,2.93,53.27,4.91,9.54
London,2024,132,31.82,0.32,383.31,7817.58,3.27,42.43,3.64,7.0
Los Angeles,2009,97,25.51,4.76,294.2,9451.51,2.4,43.3,2.82,8.56
Tokyo,2006,265,38.38,3.04,339.65,4041.29,0.57,81.35,2.72,9.66
Beijing,2019,161,20.24,3.93,457.4,6603.79,1.92,18.31,1.11,5.97
Chicago,2024,121,15.29,1.41,76.04,2159.22,2.2,66.1,4.56,1.07
Sydney,2012,56,19.28,1.69,257.39,6382.99,2.75,62.52,4.24,2.96
Chicago,2003,281,46.11,1.35,50.3,2702.59,2.3,46.37,1.69,8.38
Chicago,2022,171,13.04,1.12,124.56,1968.78,1.86,70.17,2.75,13.5
Delhi,2023,256,36.91,1.41,193.49,9186.21,1.1,44.27,1.47,9.7
New York,2022,256,19.74,3.86,293.27,7398.09,0.63,22.01,4.21,13.47
Beijing,2015,259,46.4,3.53,256.1,5383.26,2.27,87.78,4.56,9.18
Tokyo,2014,184,14.06,3.04,198.56,8236.75,3.24,87.79,4.34,11.62
Tokyo,2003,131,31.92,1.98,173.61,3458.59,2.52,53.01,1.9,5.29
New York,2023,182,43.57,3.39,331.54,9821.74,1.45,36.99,1.68,1.0
Tokyo,2021,50,22.02,1.19,410.51,8448.14,0.9,75.2,3.65,8.18
London,2023,164,38.13,3.44,259.17,7889.63,1.81,26.34,3.9,7.88
Chicago,2010,300,27.21,2.39,341.83,4662.7,2.95,74.61,1.09,11.49
Los Angeles,2020,249,41.29,3.65,117.64,5773.65,0.93,73.67,4.92,13.87
Los Angeles,2000,261,39.52,2.56,481.19,9895.11,1.39,30.31,4.89,4.99
Beijing,2006,276,43.05,1.5,313.46,8953.68,3.46,49.85,1.51,10.08
Phoenix,2010,289,28.53,0.26,184.41,2893.21,0.71,45.47,2.96,8.09
Chicago,2015,169,43.79,4.5,56.5,1376.52,2.03,27.42,2.17,11.12
Houston,2006,230,46.62,1.23,423.65,8592.12,1.7,25.33,3.97,9.18
Phoenix,2014,83,23.92,1.93,263.01,8277.38,1.45,65.29,0.59,12.11
London,2017,148,26.78,4.46,200.03,3969.88,3.05,87.84,0.58,1.6
Sydney,2020,83,40.72,0.76,327.6,7810.21,2.64,63.24,3.49,11.61
Los Angeles,2018,285,36.72,3.9,268.68,6071.84,2.09,32.06,1.39,5.28
Phoenix,2012,236,28.91,0.95,169.67,6160.09,2.27,61.53,4.46,8.51
Phoenix,2012,280,33.17,2.84,191.11,2543.38,1.62,52.64,3.78,1.98
Sydney,2014,259,31.78,2.24,435.94,2080.88,1.13,46.79,2.23,12.97
Los Angeles,2001,219,28.19,1.07,104.23,2181.58,2.87,71.0,4.4,13.07
Delhi,2021,65,15.97,2.32,399.55,8355.39,3.02,77.67,1.0,6.03
Los Angeles,2002,139,18.03,0.81,100.89,8814.02,1.66,39.47,3.64,14.1
London,2002,55,44.9,1.2,289.41,6420.62,2.04,89.73,4.9,1.9
Delhi,2019,160,7.97,1.87,107.15,1474.7,1.66,70.87,2.17,6.81
Beijing,2002,196,48.55,3.82,176.42,8893.96,1.59,82.5,3.19,14.15
New York,2012,88,47.13,3.42,238.61,4261.18,1.86,67.61,1.0,3.04
Los Angeles,2011,72,9.09,3.43,334.68,8934.83,3.1,74.36,3.92,8.22
Phoenix,2006,64,25.84,0.61,181.22,8847.65,1.37,33.09,1.29,5.46
Phoenix,2007,216,11.96,2.58,249.06,8724.85,1.64,47.39,2.22,3.5
Phoenix,2002,53,29.13,0.6,197.53,7217.38,3.48,27.35,2.31,13.06
Delhi,2000,212,13.36,0.77,406.43,4846.14,0.61,65.92,4.97,8.6
Tokyo,2017,96,27.42,0.11,318.81,4128.35,1.58,59.86,1.45,10.45
Beijing,2021,182,49.33,3.31,302.9,9448.52,3.13,68.48,4.24,11.11
Delhi,2012,192,27.89,3.87,315.8,6868.6,1.31,41.84,4.08,10.26
Houston,2020,87,19.58,3.1,116.67,5898.62,2.63,75.84,2.41,12.24
Sydney,2019,198,30.46,3.3,201.83,6742.28,1.1,17.91,3.24,14.97
Houston,2021,118,20.24,3.66,493.91,3600.86,0.89,51.5,1.12,4.83
Phoenix,2001,263,38.39,3.09,146.55,5228.36,0.81,44.69,4.29,12.97
London,2005,263,44.26,3.84,463.02,1192.41,3.1,39.62,1.4,2.12
Sydney,2021,180,8.47,2.92,473.88,7211.18,1.05,45.18,1.72,6.2
Delhi,2015,190,14.96,0.2,113.63,2735.57,1.41,14.25,1.49,14.88
Los Angeles,2015,104,23.86,2.81,113.41,2168.22,0.93,13.74,1.95,11.53
Sydney,2020,77,25.28,2.12,177.82,1209.94,2.05,83.68,1.06,12.71
Beijing,2024,265,47.78,1.59,241.38,7395.31,1.5,68.17,1.43,12.18
Delhi,2003,159,32.48,4.78,283.92,9228.08,1.84,35.12,1.84,6.81
Los Angeles,2000,229,33.75,1.97,118.36,8392.66,2.22,61.14,3.21,10.44
London,2020,63,37.92,2.34,196.09,1202.46,1.51,73.41,0.84,8.85
Houston,2017,296,15.05,0.78,417.16,1726.4,2.18,61.57,3.88,9.25
Tokyo,2002,136,23.57,4.96,283.97,1803.66,2.95,53.93,4.28,2.37
